rosbagTimestamp,Fx,Fy,Fz,Tx,Ty,Tz
1471539702526566316,-2042302.0,-1231001.0,-6985737.0,215789.0,-179168.0,-11482.0
1471539702527510512,-2010506.0,-1322868.0,-6877819.0,224528.0,-192448.0,-12235.0
1471539702530117794,-2135458.0,-1181348.0,-6838943.0,221200.0,-193864.0,-12318.0
1471539702534099967,-1981993.0,-1034037.0,-7012731.0,189918.0,-179472.0,-12787.0
1471539702540529745,-2019336.0,-995793.0,-6859235.0,170540.0,-177852.0,-15189.0
1471539702542079475,-1915593.0,-869043.0,-6853781.0,147553.0,-175012.0,-14184.0
1471539702549506314,-1837843.0,-797593.0,-6883720.0,122605.0,-162538.0,-14861.0
1471539702551569922,-1848007.0,-718319.0,-7133720.0,97732.0,-131698.0,-13276.0
1471539702564230660,-1662303.0,-676367.0,-7243135.0,82415.0,-110251.0,-14012.0
1471539702568033061,-1626401.0,-608521.0,-7237787.0,72207.0,-121637.0,-13750.0
1471539702569485232,-1508551.0,-720226.0,-6990493.0,85676.0,-130053.0,-13891.0
1471539702572513476,-1588626.0,-557880.0,-7021189.0,66635.0,-119933.0,-13116.0
1471539702586791377,-1463148.0,-502141.0,-7526995.0,40427.0,-72697.0,-13791.0
1471539702587832530,-1085357.0,-408835.0,-7936093.0,24755.0,-10891.0,-15476.0
1471539702591300415,-1158118.0,-470488.0,-7752223.0,27594.0,-30942.0,-13853.0
1471539702591881882,-1050116.0,-578110.0,-7610792.0,32498.0,-32877.0,-13919.0
1471539702600278886,-801822.0,-446044.0,-7833670.0,20864.0,-3413.0,-13866.0
1471539702601800161,-689130.0,-500788.0,-8056304.0,19112.0,23377.0,-13939.0
1471539702615310009,-659919.0,-655560.0,-8419352.0,17307.0,47458.0,-15473.0
1471539702616771484,-616056.0,-746136.0,-8533299.0,24899.0,57852.0,-14750.0
1471539702624301091,-627523.0,-832271.0,-8501405.0,34925.0,57394.0,-13278.0
1471539702625784170,-793548.0,-788639.0,-8641260.0,34092.0,55695.0,-14815.0
1471539702627803659,-748459.0,-860133.0,-8608877.0,38198.0,56669.0,-12484.0
1471539702631816955,-683908.0,-918767.0,-8574414.0,42447.0,57392.0,-14098.0
1471539702646783670,-574567.0,-788945.0,-8573914.0,28129.0,66799.0,-13252.0
1471539702650005482,-335349.0,-301167.0,-8716876.0,-1322.0,81800.0,-12949.0
1471539702652936608,-295222.0,-227020.0,-8681645.0,-2842.0,82787.0,-12962.0
1471539702653943136,-295044.0,-227843.0,-8717382.0,-2838.0,81333.0,-12907.0
1471539702660858978,-355548.0,-289531.0,-8717209.0,-1192.0,82049.0,-12177.0
1471539702662784973,-355921.0,-337449.0,-8752811.0,-548.0,82756.0,-12947.0
1471539702669651926,-315972.0,-262480.0,-8681842.0,-2073.0,85196.0,-13013.0
1471539702671878221,-333972.0,-276058.0,-8719157.0,236.0,83996.0,-11410.0
1471539702684163212,-356276.0,-335804.0,-8681336.0,-557.0,85663.0,-13055.0
1471539702685602664,-355090.0,-288404.0,-8718174.0,53.0,84231.0,-12217.0
1471539702688096080,-334517.0,-252122.0,-8682239.0,-721.0,83275.0,-12220.0
1471539702691600318,-335816.0,-252488.0,-8753650.0,-1934.0,82538.0,-12133.0
1471539702706810811,-314129.0,-286050.0,-8647349.0,97.0,86655.0,-12291.0
1471539702708290591,-315427.0,-286416.0,-8718760.0,-1116.0,85918.0,-12204.0
1471539702710313412,-295490.0,-250437.0,-8646123.0,-3140.0,84234.0,-12220.0
1471539702711979309,-315886.0,-287542.0,-8717795.0,-2361.0,83736.0,-12163.0
1471539702720349894,-376842.0,-301054.0,-8680489.0,-1380.0,83737.0,-13038.0
1471539702721461462,-376842.0,-301054.0,-8680489.0,-1380.0,83737.0,-13038.0
1471539702736844719,-335159.0,-323458.0,-8682319.0,-374.0,85429.0,-12248.0
1471539702738329767,-376933.0,-325294.0,-8680704.0,-1673.0,83730.0,-12243.0
1471539702744432298,-354714.0,-361323.0,-8681615.0,373.0,83486.0,-12238.0
1471539702746029519,-376120.0,-325813.0,-8753144.0,-418.0,83005.0,-12175.0
1471539702747943129,-314409.0,-287999.0,-8682121.0,-1143.0,83019.0,-12196.0
1471539702751454101,-336629.0,-251969.0,-8681210.0,-3189.0,83264.0,-12201.0
1471539702766976954,-314042.0,-311112.0,-8683302.0,-191.0,85195.0,-11440.0
1471539702767964346,-335704.0,-299522.0,-8645401.0,-1331.0,84707.0,-13058.0
1471539702770466426,-336175.0,-300145.0,-8718343.0,-2524.0,83979.0,-10595.0
1471539702772367991,-315886.0,-287542.0,-8717795.0,-2361.0,83736.0,-12163.0
1471539702780488095,-335068.0,-299218.0,-8682104.0,-81.0,85435.0,-13044.0
1471539702785156045,-355267.0,-287582.0,-8682436.0,48.0,85684.0,-12271.0
1471539702790036370,-335159.0,-323458.0,-8682319.0,-374.0,85429.0,-12248.0
1471539702792011569,-337003.0,-299888.0,-8716812.0,-2544.0,83970.0,-12971.0
1471539702804971476,-376933.0,-325294.0,-8680704.0,-1673.0,83730.0,-12243.0
1471539702805985994,-336171.0,-250843.0,-8682175.0,-1944.0,85445.0,-12241.0
1471539702808475413,-315972.0,-262480.0,-8681842.0,-2073.0,85196.0,-13013.0
1471539702811544977,-357470.0,-311668.0,-8681623.0,-2712.0,85666.0,-11456.0
1471539702826510058,-356361.0,-289012.0,-8644769.0,-2446.0,82774.0,-12245.0
1471539702827983493,-358014.0,-287732.0,-8644705.0,-3669.0,84945.0,-12266.0
1471539702830511173,-336262.0,-275083.0,-8682390.0,-2236.0,85439.0,-11445.0
1471539702831529508,-335617.0,-324585.0,-8681354.0,-1619.0,83247.0,-12208.0
1471539702840494618,-355358.0,-311821.0,-8682652.0,-245.0,85678.0,-11475.0
1471539702841563166,-355907.0,-337188.0,-8681902.0,-1782.0,83490.0,-10639.0
1471539702849468156,-356834.0,-311365.0,-8718325.0,-1462.0,86395.0,-11443.0
1471539702851528234,-357201.0,-288251.0,-8717145.0,-2415.0,84219.0,-12198.0
1471539702863823695,-335337.0,-322636.0,-8646582.0,-379.0,86882.0,-12302.0
1471539702867791326,-355994.0,-312125.0,-8645949.0,-1494.0,84950.0,-11489.0
1471539702870622153,-316521.0,-287846.0,-8681092.0,-3611.0,83008.0,-12177.0
1471539702872283296,-334699.0,-300602.0,-8682670.0,-1306.0,83262.0,-10628.0
1471539702894044943,-355535.0,-310999.0,-8646914.0,-249.0,87131.0,-11530.0
1471539702895726568,-355627.0,-335239.0,-8647130.0,-542.0,87125.0,-10734.0
1471539702898228253,-334982.0,-324281.0,-8718056.0,-369.0,83975.0,-12194.0
1471539702899721268,-355358.0,-311821.0,-8682652.0,-245.0,85678.0,-11475.0
1471539702900739587,-335159.0,-323458.0,-8682319.0,-374.0,85429.0,-12248.0
1471539702902229935,-355358.0,-311821.0,-8682652.0,-245.0,85678.0,-11475.0
1471539702917218551,-335337.0,-322636.0,-8646582.0,-379.0,86882.0,-12302.0
1471539702918204203,-335250.0,-347698.0,-8682534.0,-667.0,85422.0,-11452.0
1471539702924225125,-353882.0,-312278.0,-8646978.0,973.0,84961.0,-11508.0
1471539702925234498,-355994.0,-312125.0,-8645949.0,-1494.0,84950.0,-11489.0
1471539702927773437,-355994.0,-312125.0,-8645949.0,-1494.0,84950.0,-11489.0
1471539702931752104,-355994.0,-312125.0,-8645949.0,-1494.0,84950.0,-11489.0
1471539702946738005,-335972.0,-322939.0,-8609879.0,-1628.0,86154.0,-12316.0
1471539702948219186,-355535.0,-310999.0,-8646914.0,-249.0,87131.0,-11530.0
1471539702950738757,-357292.0,-312491.0,-8717360.0,-2707.0,84213.0,-11402.0
1471539702952226692,-357292.0,-312491.0,-8717360.0,-2707.0,84213.0,-11402.0
1471539702960204942,-378764.0,-323192.0,-8644902.0,-2900.0,87354.0,-12318.0
1471539702973337861,-356361.0,-289012.0,-8644769.0,-2446.0,82774.0,-12245.0
1471539702974428250,-334699.0,-300602.0,-8682670.0,-1306.0,83262.0,-10628.0
1471539702976863528,-356080.0,-287063.0,-8609996.0,-1206.0,86410.0,-12339.0
1471539702984217367,-335795.0,-323762.0,-8645617.0,-1624.0,84701.0,-12262.0
1471539702985208774,-355816.0,-312948.0,-8681687.0,-1489.0,83496.0,-11435.0
1471539702987696927,-355358.0,-311821.0,-8682652.0,-245.0,85678.0,-11475.0
1471539702991740471,-355358.0,-311821.0,-8682652.0,-245.0,85678.0,-11475.0
1471539703006716544,-356452.0,-313251.0,-8644984.0,-2739.0,82768.0,-11449.0
1471539703007724482,-357292.0,-312491.0,-8717360.0,-2707.0,84213.0,-11402.0
1471539703009720544,-355449.0,-336061.0,-8682867.0,-537.0,85671.0,-10679.0
1471539703012822344,-314678.0,-311416.0,-8646599.0,-1440.0,84466.0,-11454.0
1471539703020225862,-355994.0,-312125.0,-8645949.0,-1494.0,84950.0,-11489.0
1471539703025385209,-355358.0,-311821.0,-8682652.0,-245.0,85678.0,-11475.0
1471539703030852254,-335337.0,-322636.0,-8646582.0,-379.0,86882.0,-12302.0
1471539703032230839,-334064.0,-300298.0,-8719372.0,-57.0,83990.0,-10614.0
1471539703043231993,-355535.0,-310999.0,-8646914.0,-249.0,87131.0,-11530.0
1471539703044719892,-357103.0,-334782.0,-8682803.0,-1760.0,87842.0,-10701.0
1471539703049787913,-355816.0,-312948.0,-8681687.0,-1489.0,83496.0,-11435.0
1471539703051721103,-334777.0,-325345.0,-8608978.0,-1651.0,81802.0,-12254.0
1471539703066230822,-376475.0,-324167.0,-8681669.0,-428.0,85912.0,-12283.0
1471539703067721896,-355994.0,-312125.0,-8645949.0,-1494.0,84950.0,-11489.0
1471539703069748801,-355994.0,-312125.0,-8645949.0,-1494.0,84950.0,-11489.0
1471539703072014250,-355444.0,-286759.0,-8646699.0,43.0,87138.0,-12326.0
1471539703089225254,-355449.0,-336061.0,-8682867.0,-537.0,85671.0,-10679.0
1471539703093420676,-355358.0,-311821.0,-8682652.0,-245.0,85678.0,-11475.0
1471539703094995384,-334877.0,-299779.0,-8646932.0,-1311.0,84715.0,-10682.0
1471539703097398837,-356171.0,-311302.0,-8610212.0,-1499.0,86403.0,-11543.0
1471539703103743971,-357292.0,-312491.0,-8717360.0,-2707.0,84213.0,-11402.0
1471539703104752009,-336253.0,-324888.0,-8644652.0,-2868.0,82519.0,-12221.0
1471539703110469326,-355816.0,-312948.0,-8681687.0,-1489.0,83496.0,-11435.0
1471539703111857608,-355725.0,-288708.0,-8681471.0,-1197.0,83502.0,-12231.0
1471539703126503313,-337271.0,-323305.0,-8681290.0,-2841.0,85418.0,-12229.0
1471539703128491502,-357379.0,-287428.0,-8681407.0,-2419.0,85673.0,-12252.0
1471539703131019105,-356080.0,-287063.0,-8609996.0,-1206.0,86410.0,-12339.0
1471539703132574672,-356629.0,-312429.0,-8609247.0,-2744.0,84221.0,-11503.0
1471539703149072120,-356080.0,-287063.0,-8609996.0,-1206.0,86410.0,-12339.0
1471539703153204110,-336720.0,-276209.0,-8681425.0,-3481.0,83257.0,-11405.0
1471539703154223151,-355994.0,-312125.0,-8645949.0,-1494.0,84950.0,-11489.0
1471539703156156488,-355994.0,-312125.0,-8645949.0,-1494.0,84950.0,-11489.0
1471539703163971058,-355902.0,-287885.0,-8645734.0,-1202.0,84956.0,-12285.0
1471539703165003581,-334877.0,-299779.0,-8646932.0,-1311.0,84715.0,-10682.0
1471539703178071947,-355816.0,-312948.0,-8681687.0,-1489.0,83496.0,-11435.0
1471539703179557728,-355902.0,-287885.0,-8645734.0,-1202.0,84956.0,-12285.0
1471539703186802439,-357470.0,-311668.0,-8681623.0,-2712.0,85666.0,-11456.0
1471539703187830622,-336262.0,-275083.0,-8682390.0,-2236.0,85439.0,-11445.0
1471539703190292142,-355994.0,-312125.0,-8645949.0,-1494.0,84950.0,-11489.0
1471539703191327353,-357647.0,-310846.0,-8645885.0,-2717.0,87120.0,-11511.0
1471539703209351864,-334699.0,-300602.0,-8682670.0,-1306.0,83262.0,-10628.0
1471539703210346628,-355358.0,-311821.0,-8682652.0,-245.0,85678.0,-11475.0
1471539703213335162,-355816.0,-312948.0,-8681687.0,-1489.0,83496.0,-11435.0
1471539703214789241,-355994.0,-312125.0,-8645949.0,-1494.0,84950.0,-11489.0
1471539703223313243,-357647.0,-310846.0,-8645885.0,-2717.0,87120.0,-11511.0
1471539703228031733,-335795.0,-323762.0,-8645617.0,-1624.0,84701.0,-12262.0
1471539703233793894,-335617.0,-324585.0,-8681354.0,-1619.0,83247.0,-12208.0
1471539703234784996,-355994.0,-312125.0,-8645949.0,-1494.0,84950.0,-11489.0
1471539703247815897,-355994.0,-312125.0,-8645949.0,-1494.0,84950.0,-11489.0
1471539703248791261,-337461.0,-301014.0,-8715847.0,-3789.0,81789.0,-12930.0
1471539703252309186,-357470.0,-311668.0,-8681623.0,-2712.0,85666.0,-11456.0
1471539703253768873,-336253.0,-324888.0,-8644652.0,-2868.0,82519.0,-12221.0
1471539703269332683,-335617.0,-324585.0,-8681354.0,-1619.0,83247.0,-12208.0
1471539703270788531,-337094.0,-324128.0,-8717027.0,-2837.0,83964.0,-12175.0
1471539703273795625,-334522.0,-301424.0,-8718407.0,-1302.0,81808.0,-10573.0
1471539703274783121,-335617.0,-324585.0,-8681354.0,-1619.0,83247.0,-12208.0
1471539703284293781,-355816.0,-312948.0,-8681687.0,-1489.0,83496.0,-11435.0
1471539703285319680,-334877.0,-299779.0,-8646932.0,-1311.0,84715.0,-10682.0
1471539703291315313,-335054.0,-298957.0,-8611195.0,-1316.0,86169.0,-10736.0
1471539703292682706,-334877.0,-299779.0,-8646932.0,-1311.0,84715.0,-10682.0
1471539703307039943,-355994.0,-312125.0,-8645949.0,-1494.0,84950.0,-11489.0
1471539703308032595,-335886.0,-348002.0,-8645832.0,-1916.0,84694.0,-11466.0
1471539703310041745,-335795.0,-323762.0,-8645617.0,-1624.0,84701.0,-12262.0
1471539703312228417,-356262.0,-335542.0,-8610427.0,-1791.0,86397.0,-10747.0
1471539703329596304,-356171.0,-311302.0,-8610212.0,-1499.0,86403.0,-11543.0
1471539703330606581,-376744.0,-347584.0,-8646147.0,-725.0,87359.0,-11541.0
1471539703333583369,-357470.0,-311668.0,-8681623.0,-2712.0,85666.0,-11456.0
1471539703334571738,-314678.0,-311416.0,-8646599.0,-1440.0,84466.0,-11454.0
1471539703343570797,-354517.0,-312582.0,-8610276.0,-276.0,84233.0,-11522.0
1471539703345570073,-356171.0,-311302.0,-8610212.0,-1499.0,86403.0,-11543.0
1471539703350055546,-355816.0,-312948.0,-8681687.0,-1489.0,83496.0,-11435.0
1471539703351602985,-376283.0,-324728.0,-8646498.0,-1657.0,85192.0,-9921.0
1471539703366674205,-355994.0,-312125.0,-8645949.0,-1494.0,84950.0,-11489.0
1471539703368180583,-355535.0,-310999.0,-8646914.0,-249.0,87131.0,-11530.0
1471539703370174452,-334699.0,-300602.0,-8682670.0,-1306.0,83262.0,-10628.0
1471539703371735160,-336063.0,-347179.0,-8610094.0,-1921.0,86148.0,-11520.0
1471539703389152798,-355816.0,-312948.0,-8681687.0,-1489.0,83496.0,-11435.0
1471539703390684929,-355994.0,-312125.0,-8645949.0,-1494.0,84950.0,-11489.0
1471539703393397524,-335244.0,-276666.0,-8645752.0,-2263.0,82540.0,-11437.0
1471539703394713672,-355535.0,-310999.0,-8646914.0,-249.0,87131.0,-11530.0
1471539703403209262,-355994.0,-312125.0,-8645949.0,-1494.0,84950.0,-11489.0
1471539703404685032,-355535.0,-310999.0,-8646914.0,-249.0,87131.0,-11530.0
1471539703410338107,-357470.0,-311668.0,-8681623.0,-2712.0,85666.0,-11456.0
1471539703411920456,-334699.0,-300602.0,-8682670.0,-1306.0,83262.0,-10628.0
1471539703425828231,-355725.0,-288708.0,-8681471.0,-1197.0,83502.0,-12231.0
1471539703430510396,-335795.0,-323762.0,-8645617.0,-1624.0,84701.0,-12262.0
1471539703434790439,-376756.0,-326116.0,-8716441.0,-1668.0,82277.0,-12188.0
1471539703436473677,-357292.0,-312491.0,-8717360.0,-2707.0,84213.0,-11402.0
1471539703456396693,-334141.0,-325041.0,-8645681.0,-401.0,82530.0,-12240.0
1471539703457790790,-334877.0,-299779.0,-8646932.0,-1311.0,84715.0,-10682.0
1471539703460768212,-357292.0,-312491.0,-8717360.0,-2707.0,84213.0,-11402.0
1471539703463916254,-355994.0,-312125.0,-8645949.0,-1494.0,84950.0,-11489.0
1471539703464341781,-355816.0,-312948.0,-8681687.0,-1489.0,83496.0,-11435.0
1471539703465290331,-335617.0,-324585.0,-8681354.0,-1619.0,83247.0,-12208.0
1471539703472836528,-336633.0,-301271.0,-8717378.0,-3769.0,81797.0,-10554.0
1471539703474295844,-355358.0,-311821.0,-8682652.0,-245.0,85678.0,-11475.0
1471539703486793473,-335617.0,-324585.0,-8681354.0,-1619.0,83247.0,-12208.0
1471539703488326539,-355816.0,-312948.0,-8681687.0,-1489.0,83496.0,-11435.0
1471539703490801950,-355816.0,-312948.0,-8681687.0,-1489.0,83496.0,-11435.0
1471539703491837644,-334877.0,-299779.0,-8646932.0,-1311.0,84715.0,-10682.0
1471539703509831677,-356276.0,-335804.0,-8681336.0,-557.0,85663.0,-13055.0
1471539703510818403,-356274.0,-314074.0,-8680722.0,-2734.0,81314.0,-11395.0
1471539703514295652,-315313.0,-311720.0,-8609897.0,-2690.0,83738.0,-11468.0
1471539703515251285,-355994.0,-312125.0,-8645949.0,-1494.0,84950.0,-11489.0
1471539703522805378,-355816.0,-312948.0,-8681687.0,-1489.0,83496.0,-11435.0
1471539703524287939,-335617.0,-324585.0,-8681354.0,-1619.0,83247.0,-12208.0
1471539703531834944,-334699.0,-300602.0,-8682670.0,-1306.0,83262.0,-10628.0
1471539703533289648,-356834.0,-311365.0,-8718325.0,-1462.0,86395.0,-11443.0
1471539703546788229,-335795.0,-323762.0,-8645617.0,-1624.0,84701.0,-12262.0
1471539703547823173,-334699.0,-300602.0,-8682670.0,-1306.0,83262.0,-10628.0
1471539703550334597,-355358.0,-311821.0,-8682652.0,-245.0,85678.0,-11475.0
1471539703552315487,-377111.0,-324471.0,-8644966.0,-1677.0,85184.0,-12297.0
1471539703576805045,-335795.0,-323762.0,-8645617.0,-1624.0,84701.0,-12262.0
1471539703577798680,-356834.0,-311365.0,-8718325.0,-1462.0,86395.0,-11443.0
1471539703580317985,-314042.0,-311112.0,-8683302.0,-191.0,85195.0,-11440.0
1471539703581318758,-376744.0,-347584.0,-8646147.0,-725.0,87359.0,-11541.0
1471539703582815401,-355267.0,-287582.0,-8682436.0,48.0,85684.0,-12271.0
1471539703584923975,-314500.0,-312239.0,-8682337.0,-1436.0,83013.0,-11400.0
1471539703597589580,-334064.0,-300298.0,-8719372.0,-57.0,83990.0,-10614.0
1471539703598576085,-355181.0,-312644.0,-8718389.0,-240.0,84224.0,-11421.0
1471539703607082387,-334141.0,-325041.0,-8645681.0,-401.0,82530.0,-12240.0
1471539703609084242,-335998.0,-300968.0,-8754081.0,-2519.0,82525.0,-10541.0
1471539703611781710,-314500.0,-312239.0,-8682337.0,-1436.0,83013.0,-11400.0
1471539703612824288,-335073.0,-348521.0,-8718272.0,-662.0,83969.0,-11398.0
1471539703629268320,-335795.0,-323762.0,-8645617.0,-1624.0,84701.0,-12262.0
1471539703630296276,-356452.0,-313251.0,-8644984.0,-2739.0,82768.0,-11449.0
1471539703632765500,-356099.0,-336627.0,-8717074.0,-552.0,84209.0,-13001.0
1471539703633749653,-355358.0,-311821.0,-8682652.0,-245.0,85678.0,-11475.0
1471539703643254284,-355535.0,-310999.0,-8646914.0,-249.0,87131.0,-11530.0
1471539703644240550,-355639.0,-313770.0,-8717424.0,-1485.0,82042.0,-11381.0
1471539703652250361,-355725.0,-288708.0,-8681471.0,-1197.0,83502.0,-12231.0
1471539703653744940,-355816.0,-312948.0,-8681687.0,-1489.0,83496.0,-11435.0
1471539703666746654,-355725.0,-288708.0,-8681471.0,-1197.0,83502.0,-12231.0
1471539703667806657,-355639.0,-313770.0,-8717424.0,-1485.0,82042.0,-11381.0
1471539703670917643,-334699.0,-300602.0,-8682670.0,-1306.0,83262.0,-10628.0
1471539703672256696,-355816.0,-312948.0,-8681687.0,-1489.0,83496.0,-11435.0
1471539703689288236,-334891.0,-300041.0,-8717841.0,-77.0,83982.0,-12990.0
1471539703690274690,-335704.0,-299522.0,-8645401.0,-1331.0,84707.0,-13058.0
1471539703693768392,-355358.0,-311821.0,-8682652.0,-245.0,85678.0,-11475.0
1471539703694796233,-355816.0,-312948.0,-8681687.0,-1489.0,83496.0,-11435.0
1471539703703022336,-353973.0,-336518.0,-8647194.0,681.0,84954.0,-10712.0
1471539703704497807,-313024.0,-312696.0,-8646663.0,-218.0,82296.0,-11433.0
1471539703712068491,-314042.0,-311112.0,-8683302.0,-191.0,85195.0,-11440.0
1471539703713011526,-357470.0,-311668.0,-8681623.0,-2712.0,85666.0,-11456.0
1471539703727071623,-335795.0,-323762.0,-8645617.0,-1624.0,84701.0,-12262.0
1471539703728499241,-313202.0,-311873.0,-8610926.0,-223.0,83750.0,-11487.0
1471539703731016981,-356262.0,-335542.0,-8610427.0,-1791.0,86397.0,-10747.0
1471539703732574309,-355902.0,-287885.0,-8645734.0,-1202.0,84956.0,-12285.0
1471539703749035189,-335795.0,-323762.0,-8645617.0,-1624.0,84701.0,-12262.0
1471539703750083494,-334877.0,-299779.0,-8646932.0,-1311.0,84715.0,-10682.0
1471539703753004947,-333964.0,-325864.0,-8681418.0,-396.0,81077.0,-12186.0
1471539703754023320,-335526.0,-300345.0,-8681139.0,-1326.0,83253.0,-13004.0
1471539703762889636,-335795.0,-323762.0,-8645617.0,-1624.0,84701.0,-12262.0
1471539703764347191,-357292.0,-312491.0,-8717360.0,-2707.0,84213.0,-11402.0
1471539703772880562,-355994.0,-312125.0,-8645949.0,-1494.0,84950.0,-11489.0
1471539703773857458,-355548.0,-289531.0,-8717209.0,-1192.0,82049.0,-12177.0
1471539703786894640,-357379.0,-287428.0,-8681407.0,-2419.0,85673.0,-12252.0
1471539703787859293,-315045.0,-288303.0,-8645419.0,-2393.0,82291.0,-12210.0
1471539703790382711,-336162.0,-300648.0,-8644436.0,-2576.0,82525.0,-13017.0
1471539703792887508,-357659.0,-289377.0,-8716180.0,-3660.0,82038.0,-12158.0
1471539703809883538,-356274.0,-314074.0,-8680722.0,-2734.0,81314.0,-11395.0
1471539703811372994,-335250.0,-347698.0,-8682534.0,-667.0,85422.0,-11452.0
1471539703813856535,-356388.0,-288770.0,-8789585.0,-1160.0,83494.0,-12130.0
1471539703814846055,-335440.0,-325407.0,-8717091.0,-1614.0,81793.0,-12153.0
1471539703822865971,-335349.0,-301167.0,-8716876.0,-1322.0,81800.0,-12949.0
1471539703823870623,-335617.0,-324585.0,-8681354.0,-1619.0,83247.0,-12208.0
1471539703831867365,-355725.0,-288708.0,-8681471.0,-1197.0,83502.0,-12231.0
1471539703833357182,-314232.0,-288821.0,-8717859.0,-1139.0,81566.0,-12142.0
1471539703853871460,-335617.0,-324585.0,-8681354.0,-1619.0,83247.0,-12208.0
1471539703855332555,-322541.0,-118911.0,-8929993.0,-8867.0,81557.0,-15060.0
1471539703857390373,-253913.0,-297343.0,-8719077.0,-1192.0,85186.0,-12941.0
1471539703858853090,-377136.0,-302499.0,-8789168.0,-2568.0,81555.0,-10521.0
1471539703869422580,-275944.0,-432780.0,-8715208.0,-2900.0,81019.0,-14459.0
1471539703870373517,-670334.0,-176641.0,-9024739.0,-13582.0,57335.0,-14821.0
1471539703873364499,-541760.0,-262338.0,-8819044.0,-4705.0,73331.0,-12057.0
1471539703874895999,-647380.0,-258897.0,-9028011.0,-9632.0,61441.0,-13305.0
1471539703882914417,-566770.0,-233086.0,-9028067.0,-11700.0,60470.0,-14012.0
1471539703884362560,-398810.0,-269441.0,-8821562.0,-4652.0,75985.0,-12786.0
1471539703899377579,-625976.0,-173570.0,-8957439.0,-9806.0,61960.0,-12578.0
1471539703900386521,-728155.0,-141822.0,-8918653.0,-10763.0,58101.0,-12623.0
1471539703906873464,-460505.0,-286028.0,-8818063.0,-6156.0,70168.0,-13526.0
1471539703908155092,-338763.0,-329718.0,-8819814.0,-6577.0,73050.0,-14267.0
1471539703910371319,-373612.0,938082.0,-8923259.0,-48873.0,88496.0,-12560.0
1471539703912318595,-791735.0,150277.0,-9166056.0,-18201.0,42190.0,-11377.0
1471539703929358376,-631899.0,-368972.0,-9595385.0,-46609.0,95995.0,-14505.0
1471539703930373528,-35324.0,135558.0,-9637009.0,-69347.0,104749.0,-15609.0
1471539703932871811,-157777.0,304620.0,-9533898.0,-51349.0,91366.0,-13394.0
1471539703934346950,-248718.0,161648.0,-9820237.0,-37098.0,78777.0,-17079.0
1471539703943385256,-528653.0,-419055.0,-9895540.0,-1390.0,72938.0,-18963.0
1471539703944853420,-534150.0,-298518.0,-9821033.0,-9789.0,71497.0,-18161.0
1471539703953360096,-440429.0,-17207.0,-9891742.0,-20993.0,71771.0,-18751.0
1471539703955505056,-545297.0,-10430.0,-9995993.0,-24669.0,66432.0,-17827.0
1471539703966868192,-547324.0,-57069.0,-10031531.0,-25247.0,69310.0,-18618.0
1471539703967845175,-547726.0,-104747.0,-10211949.0,-23316.0,70736.0,-19274.0
1471539703970374119,-371934.0,180692.0,-10321562.0,-33141.0,75124.0,-19842.0
1471539703971889578,-437600.0,166601.0,-10426048.0,-37053.0,73639.0,-20524.0
1471539703989066919,-485293.0,166332.0,-10638036.0,-41989.0,74075.0,-22695.0
1471539703990573305,-431989.0,278783.0,-10816146.0,-49138.0,76957.0,-24854.0
1471539703993602515,-279341.0,506002.0,-10963312.0,-60906.0,86643.0,-22290.0
1471539703995064233,-271385.0,617490.0,-11103542.0,-74273.0,89266.0,-22083.0
1471539704012073475,-360354.0,594801.0,-11099769.0,-79605.0,94547.0,-23757.0
1471539704013555871,-288584.0,793756.0,-11207745.0,-90598.0,100116.0,-22814.0
1471539704015556033,-133519.0,994191.0,-11208907.0,-101520.0,104727.0,-21902.0
1471539704016555038,-76250.0,1033879.0,-11318812.0,-105846.0,108346.0,-19403.0
1471539704026083157,-177270.0,970701.0,-11461338.0,-101766.0,108085.0,-20947.0
1471539704027075593,-167046.0,847631.0,-11789931.0,-87133.0,105907.0,-21509.0
1471539704032647161,-140472.0,761150.0,-12080531.0,-78208.0,102751.0,-22036.0
1471539704034074951,-173921.0,706366.0,-12260619.0,-70219.0,93808.0,-22619.0
1471539704049584519,-334811.0,553467.0,-12472229.0,-64818.0,86989.0,-24843.0
1471539704050597562,-471125.0,438111.0,-12832948.0,-53924.0,82862.0,-24624.0
1471539704053549451,-489915.0,328674.0,-13157192.0,-47806.0,83062.0,-26754.0
1471539704054570292,-472435.0,270578.0,-13445327.0,-47191.0,86401.0,-28103.0
1471539704063078041,-470858.0,198487.0,-13842714.0,-40565.0,87818.0,-30174.0
1471539704064554546,-453300.0,165134.0,-14204540.0,-39605.0,92617.0,-29896.0
1471539704072074291,-437474.0,250885.0,-14492952.0,-43355.0,93816.0,-28815.0
1471539704073560692,-302932.0,440023.0,-14748557.0,-51872.0,101563.0,-26159.0
1471539704086062949,-270461.0,564574.0,-14893295.0,-61324.0,106153.0,-22828.0
1471539704087085704,-117280.0,667721.0,-15143719.0,-70931.0,109254.0,-25624.0
1471539704092772848,-45143.0,843562.0,-15252875.0,-80971.0,116998.0,-23925.0
1471539704094070857,58950.0,883756.0,-15364986.0,-77862.0,120159.0,-23824.0
1471539704124569639,119512.0,778821.0,-15548585.0,-76550.0,125201.0,-21310.0
1471539704125563735,118480.0,780908.0,-15659130.0,-76471.0,129553.0,-18895.0
1471539704128579453,95584.0,817379.0,-15840239.0,-78428.0,131242.0,-16376.0
